timestamp,precio
2025-04-29 04:35:21.271056,148.81
2025-04-29 04:36:23.236885,148.67
2025-04-29 04:37:25.209561,148.67
2025-04-29 04:38:27.161067,148.66
2025-04-29 04:39:29.115085,148.65
2025-04-29 04:40:31.077568,148.65
2025-04-29 04:41:33.039256,148.65
2025-04-29 04:42:34.988539,148.65
2025-04-29 04:43:36.947310,148.65
2025-04-29 04:44:38.924564,148.7
2025-04-29 04:45:40.876473,148.84
2025-04-29 04:46:42.832368,148.89
2025-04-29 04:47:44.797176,148.89
2025-04-29 04:48:46.759874,148.91
2025-04-29 04:49:48.721172,149.08
2025-04-29 04:50:50.661200,149.0
2025-04-29 04:51:52.617351,148.78
2025-04-29 04:52:55.072169,148.86
2025-04-29 04:53:57.498885,148.79
2025-04-29 04:54:59.467722,148.76
2025-04-29 04:56:01.427108,149.0
2025-04-29 04:57:03.395258,149.18
2025-04-29 04:58:05.354082,149.18
2025-04-29 04:59:07.781371,149.14
2025-04-29 05:00:09.746577,149.26
2025-04-29 05:01:12.176382,149.01
2025-04-29 05:02:14.147342,149.2
2025-04-29 05:03:16.107252,149.27
2025-04-29 05:04:18.059354,149.25
2025-04-29 05:05:20.013151,149.11
2025-04-29 05:06:21.994399,149.05
2025-04-29 05:07:23.959675,148.93
2025-04-29 05:08:25.912532,148.9
2025-04-29 05:09:27.877860,148.99
2025-04-29 05:10:29.860484,149.01
2025-04-29 05:11:31.819101,148.96
2025-04-29 05:12:33.791275,149.05
2025-04-29 05:13:35.752626,149.07
2025-04-29 05:14:37.713011,148.94
2025-04-29 05:15:39.675040,148.93
2025-04-29 05:16:41.653257,148.94
2025-04-29 05:17:43.619708,148.91
2025-04-29 05:18:46.022681,148.89
2025-04-29 05:19:48.002665,149.0
2025-04-29 05:20:49.963067,149.13
2025-04-29 05:21:51.915102,149.04
2025-04-29 05:22:53.885280,148.74
2025-04-29 05:23:55.858906,148.63
2025-04-29 05:24:57.815004,148.68
2025-04-29 05:25:59.780344,148.71
2025-04-29 05:27:01.748313,148.75
2025-04-29 05:28:03.700306,148.91
2025-04-29 05:29:05.681575,148.99
2025-04-29 05:30:07.646697,149.06
2025-04-29 05:31:09.610522,148.95
2025-04-29 05:32:11.572232,148.86
2025-04-29 05:33:13.529897,148.86
2025-04-29 05:34:15.504819,148.76
2025-04-29 05:35:17.496510,148.93
2025-04-29 05:36:19.451645,148.97
2025-04-29 05:37:21.410283,148.83
2025-04-29 05:38:23.367801,148.86
2025-04-29 05:39:25.332068,148.88
2025-04-29 05:40:27.309134,148.98
2025-04-29 05:41:29.268152,149.05
2025-04-29 05:42:31.242601,149.09
2025-04-29 05:43:33.206958,148.93
2025-04-29 05:44:35.165506,148.78
2025-04-29 05:45:37.150002,148.85
2025-04-29 05:46:39.122171,148.74
2025-04-29 05:47:41.075449,148.67
2025-04-29 05:48:43.021178,148.64
2025-04-29 05:49:44.982499,148.55
2025-04-29 05:50:46.957992,148.66
2025-04-29 05:51:48.932084,148.66
2025-04-29 05:52:50.899242,148.81
2025-04-29 05:53:52.858097,148.84
2025-04-29 05:54:54.836645,148.95
2025-04-29 05:55:56.802821,148.88
2025-04-29 05:56:58.786189,149.04
2025-04-29 05:58:00.759736,149.08
2025-04-29 05:59:02.726839,148.99
2025-04-29 06:00:05.150983,149.0
2025-04-29 06:01:07.124899,148.93
2025-04-29 06:02:09.088439,148.88
2025-04-29 06:03:11.502607,148.95
2025-04-29 06:04:13.482403,148.81
2025-04-29 06:05:15.449997,148.86
2025-04-29 06:06:17.406787,149.04
2025-04-29 06:07:19.374830,148.97
2025-04-29 06:08:21.353304,148.96
2025-04-29 06:09:23.322804,148.88
2025-04-29 06:10:25.306427,148.88
2025-04-29 06:11:27.267501,149.03
2025-04-29 06:12:29.221020,149.17
2025-04-29 06:13:31.194646,149.02
2025-04-29 06:14:33.180070,148.98
2025-04-29 06:15:35.195377,148.82
2025-04-29 06:16:37.155257,148.88
2025-04-29 06:17:39.125505,148.88
2025-04-29 06:18:41.092128,148.68
2025-04-29 06:19:43.044107,148.61
2025-04-29 06:20:45.007939,148.58
2025-04-29 06:21:46.970750,148.6
2025-04-29 06:22:48.939874,148.54
2025-04-29 06:23:50.919787,148.57
2025-04-29 06:24:52.911058,148.52
2025-04-29 06:25:54.874323,148.62
2025-04-29 06:26:56.912292,148.63
2025-04-29 06:27:58.871790,148.72
2025-04-29 06:29:00.823080,148.66
2025-04-29 06:30:03.806041,148.59
2025-04-29 06:31:05.779839,148.61
2025-04-29 06:32:07.748321,148.65
2025-04-29 06:33:09.736263,148.58
2025-04-29 06:34:11.708251,148.44
2025-04-29 06:35:14.119401,148.49
2025-04-29 06:36:16.077867,148.53
2025-04-29 06:37:18.051328,148.54
2025-04-29 06:38:20.000014,148.47
2025-04-29 06:39:21.970767,148.44
2025-04-29 06:40:24.391585,148.33
2025-04-29 06:41:26.368383,148.29
2025-04-29 06:42:28.344263,148.17
2025-04-29 06:43:30.320497,148.05
2025-04-29 06:44:32.279597,148.2
2025-04-29 06:45:34.232776,148.07
2025-04-29 06:46:36.196182,148.02
2025-04-29 06:47:38.149982,147.92
2025-04-29 06:48:40.120181,147.72
2025-04-29 06:49:42.067504,147.71
2025-04-29 06:50:44.026823,147.93
2025-04-29 06:51:45.987046,147.88
2025-04-29 06:52:47.948011,148.09
2025-04-29 06:53:49.924864,148.08
2025-04-29 06:54:51.901910,148.21
2025-04-29 06:55:53.862314,148.13
2025-04-29 06:56:55.826214,148.16
2025-04-29 06:57:57.801025,148.14
2025-04-29 06:59:00.203930,148.24
2025-04-29 07:00:02.208294,148.19
2025-04-29 07:01:04.167551,148.24
2025-04-29 07:02:06.142912,148.24
2025-04-29 07:03:08.114400,148.2
2025-04-29 07:04:10.069856,148.31
2025-04-29 07:05:12.018471,148.37
2025-04-29 07:06:13.980748,148.43
2025-04-29 07:07:15.946123,148.53
2025-04-29 07:08:17.902578,148.69
2025-04-29 07:09:20.007708,148.68
2025-04-29 07:10:22.424263,148.83
2025-04-29 07:11:24.381570,148.81
2025-04-29 07:12:26.343147,148.77
2025-04-29 07:13:28.320675,148.7
2025-04-29 07:14:30.278464,148.77
2025-04-29 07:15:32.262311,148.89
2025-04-29 07:16:34.234268,148.71
2025-04-29 07:17:36.189323,148.63
2025-04-29 07:18:38.162701,148.88
2025-04-29 07:19:40.149531,148.79
2025-04-29 07:20:42.139104,148.85
2025-04-29 07:21:44.115019,148.76
2025-04-29 07:22:46.079895,148.78
2025-04-29 07:23:48.048316,148.87
2025-04-29 07:24:49.998601,148.8
2025-04-29 07:25:51.975742,148.85
2025-04-29 07:26:53.928429,148.85
2025-04-29 07:27:55.901693,148.96
2025-04-29 07:28:57.873351,149.02
2025-04-29 07:29:59.833341,148.99
2025-04-29 07:31:01.803386,148.94
2025-04-29 07:32:03.781500,148.93
2025-04-29 07:33:05.748299,148.99
2025-04-29 07:34:07.713040,148.89
2025-04-29 07:35:09.666310,148.83
2025-04-29 07:36:11.634211,148.92
2025-04-29 07:37:13.597261,148.98
2025-04-29 07:38:15.574962,148.89
2025-04-29 07:39:17.560279,148.77
2025-04-29 07:40:19.528906,148.78
2025-04-29 07:41:21.503263,148.69
2025-04-29 07:42:23.470068,148.77
2025-04-29 07:43:25.443297,148.72
2025-04-29 07:44:27.397015,148.64
2025-04-29 07:45:29.392446,148.6
2025-04-29 07:46:31.442154,148.7
2025-04-29 07:47:33.962637,148.66
2025-04-29 07:48:35.922923,148.76
2025-04-29 07:49:38.469485,148.78
2025-04-29 07:50:40.413585,148.79
2025-04-29 07:51:42.364093,148.88
2025-04-29 07:52:44.329311,148.88
2025-04-29 07:53:46.302710,148.99
2025-04-29 07:54:48.260531,149.02
2025-04-29 07:55:50.227948,148.88
2025-04-29 07:56:52.203779,148.97
2025-04-29 07:57:54.174665,148.89
2025-04-29 07:58:56.173516,148.89
2025-04-29 07:59:58.143576,148.92
2025-04-29 08:01:00.108320,148.98
2025-04-29 08:02:02.088908,149.04
2025-04-29 08:03:04.047756,148.97
2025-04-29 08:04:06.000242,148.85
2025-04-29 08:05:07.942338,148.77
2025-04-29 08:06:09.890432,149.0
2025-04-29 08:07:11.847296,149.04
2025-04-29 08:08:13.817660,149.08
2025-04-29 08:09:16.247486,149.05
2025-04-29 08:10:18.198924,149.0
2025-04-29 08:11:20.174684,149.06
2025-04-29 08:12:22.152163,148.89
2025-04-29 08:13:24.108252,148.81
2025-04-29 08:14:26.061132,148.88
2025-04-29 08:15:28.038426,148.82
2025-04-29 08:16:29.995153,148.67
2025-04-29 08:17:31.957641,148.63
2025-04-29 08:18:33.931283,148.62
2025-04-29 08:19:35.897351,148.69
2025-04-29 08:20:37.907099,148.7
2025-04-29 08:21:39.871039,148.74
2025-04-29 08:22:41.840932,148.48
2025-04-29 08:23:43.814572,148.21
2025-04-29 08:24:45.785719,148.2
2025-04-29 08:25:47.758839,148.09
2025-04-29 08:26:49.722321,148.15
2025-04-29 08:27:51.691091,148.22
2025-04-29 08:28:53.671216,148.0
2025-04-29 08:29:55.646341,148.11
2025-04-29 08:30:57.619204,148.13
2025-04-29 08:31:59.583097,148.04
2025-04-29 08:33:01.538496,147.92
2025-04-29 08:34:03.498665,147.88
2025-04-29 08:35:05.465819,147.9
2025-04-29 08:36:07.912723,147.9
2025-04-29 08:37:09.877914,147.97
2025-04-29 08:38:12.303788,148.03
2025-04-29 08:39:14.286191,147.96
2025-04-29 08:40:16.235720,148.04
