timestamp,precio
2025-04-29 08:41:18.226273,148.08
2025-04-29 08:42:20.201069,148.06
2025-04-29 08:43:22.178100,148.05
2025-04-29 08:44:24.149890,148.23
2025-04-29 08:45:26.131078,148.2
2025-04-29 08:46:28.106284,148.2
2025-04-29 08:47:30.059224,148.02
2025-04-29 08:48:32.025265,148.0
2025-04-29 08:49:34.016276,147.92
2025-04-29 08:50:35.978476,147.89
2025-04-29 08:51:37.951420,147.77
2025-04-29 08:52:39.914316,147.83
2025-04-29 08:53:41.893082,147.92
2025-04-29 08:54:44.501506,147.81
2025-04-29 08:55:46.478660,147.92
2025-04-29 08:56:48.443868,147.78
2025-04-29 08:57:50.393287,147.8
2025-04-29 08:58:52.369069,147.74
2025-04-29 08:59:54.331415,147.73
2025-04-29 09:00:56.316149,147.77
2025-04-29 09:01:58.328940,147.86
2025-04-29 09:03:00.286762,147.89
2025-04-29 09:04:02.256951,147.94
2025-04-29 09:05:04.220611,147.86
2025-04-29 09:06:06.186095,147.76
2025-04-29 09:07:08.168648,147.9
2025-04-29 09:08:10.144845,147.92
2025-04-29 09:09:12.105494,147.95
2025-04-29 09:10:14.063683,147.86
2025-04-29 09:11:16.027423,147.74
2025-04-29 09:12:18.004153,147.67
2025-04-29 09:13:19.986790,147.59
2025-04-29 09:14:21.939424,147.72
2025-04-29 09:15:23.919675,147.52
2025-04-29 09:16:25.923569,147.31
2025-04-29 09:17:27.894704,147.08
2025-04-29 09:18:29.849385,147.06
2025-04-29 09:19:31.803038,146.95
2025-04-29 09:20:33.774974,146.87
2025-04-29 09:21:36.200722,147.07
2025-04-29 09:22:38.614248,147.16
2025-04-29 09:23:40.594680,147.23
2025-04-29 09:24:42.542002,147.09
2025-04-29 09:25:44.501764,147.23
2025-04-29 09:26:46.490046,147.19
2025-04-29 09:27:48.444876,147.19
2025-04-29 09:28:50.409501,147.25
2025-04-29 09:29:52.393163,147.35
2025-04-29 09:30:54.355750,147.41
2025-04-29 09:31:56.317675,147.16
2025-04-29 09:32:58.270838,147.93
2025-04-29 09:34:00.243153,147.73
2025-04-29 09:35:02.194570,147.72
2025-04-29 09:36:04.169630,147.22
2025-04-29 09:37:06.123338,147.23
2025-04-29 09:38:08.087146,147.12
2025-04-29 09:39:10.057760,147.06
2025-04-29 09:40:12.035639,147.13
2025-04-29 09:41:14.469622,147.29
2025-04-29 09:42:16.445958,147.42
2025-04-29 09:43:18.398187,147.29
2025-04-29 09:44:20.352318,147.28
2025-04-29 09:45:22.321886,147.23
2025-04-29 09:46:24.293232,147.15
2025-04-29 09:47:26.267387,147.09
2025-04-29 09:48:28.229278,147.17
2025-04-29 09:49:30.178040,147.26
2025-04-29 09:50:32.173265,147.24
2025-04-29 09:51:34.151584,147.51
2025-04-29 09:52:36.128282,147.34
2025-04-29 09:53:38.093336,147.5
2025-04-29 09:54:40.079107,147.6
2025-04-29 09:55:42.065802,147.44
2025-04-29 09:56:44.029476,147.58
2025-04-29 09:57:45.996316,147.56
2025-04-29 09:58:47.965887,147.78
2025-04-29 09:59:49.930160,147.57
2025-04-29 10:00:51.904439,147.19
2025-04-29 10:01:54.345484,147.33
2025-04-29 10:02:56.311461,147.65
2025-04-29 10:03:58.280849,147.64
2025-04-29 10:05:00.252867,147.9
2025-04-29 10:06:02.220410,148.07
2025-04-29 10:07:04.177372,148.17
2025-04-29 10:08:06.161384,148.0
2025-04-29 10:09:08.137228,148.11
2025-04-29 10:10:10.102652,147.9
2025-04-29 10:11:12.080495,147.75
2025-04-29 10:12:14.065047,147.43
2025-04-29 10:13:16.035316,147.5
2025-04-29 10:14:18.004103,147.52
2025-04-29 10:15:19.974457,147.55
2025-04-29 10:16:21.939882,147.25
2025-04-29 10:17:23.907830,147.37
2025-04-29 10:18:25.866398,147.47
2025-04-29 10:19:28.296828,147.27
2025-04-29 10:20:30.275972,147.31
2025-04-29 10:21:32.245122,147.24
2025-04-29 10:22:34.673813,147.21
2025-04-29 10:23:36.646735,147.4
2025-04-29 10:24:38.607691,147.34
2025-04-29 10:25:40.584525,147.19
2025-04-29 10:26:42.547663,147.12
2025-04-29 10:27:44.521220,146.99
2025-04-29 10:28:46.522999,146.91
2025-04-29 10:29:48.491124,147.04
2025-04-29 10:30:50.470441,146.85
2025-04-29 10:31:52.445478,146.87
2025-04-29 10:32:54.411395,146.89
2025-04-29 10:33:56.364536,147.22
2025-04-29 10:34:58.337075,147.19
2025-04-29 10:36:00.298152,147.19
2025-04-29 10:37:02.293582,147.22
2025-04-29 10:38:04.264358,147.47
2025-04-29 10:39:06.404383,147.92
2025-04-29 10:40:09.249442,147.81
2025-04-29 10:41:11.216065,148.02
2025-04-29 10:42:13.174279,148.14
2025-04-29 10:43:15.141903,147.95
2025-04-29 10:44:17.105628,148.0
2025-04-29 10:45:19.077805,147.97
2025-04-29 10:46:21.043604,148.02
2025-04-29 10:47:23.567914,148.08
2025-04-29 10:48:26.979183,147.96
2025-04-29 10:49:28.967188,147.87
2025-04-29 10:50:30.925345,147.7
2025-04-29 10:51:36.617073,147.8
2025-04-29 10:52:38.608548,147.86
2025-04-29 10:53:43.407119,147.9
2025-04-29 10:54:45.368293,148.0
2025-04-29 10:55:47.349268,148.13
2025-04-29 10:56:49.312248,148.22
2025-04-29 10:57:51.289354,148.24
2025-04-29 10:58:53.325042,148.14
2025-04-29 10:59:55.326474,148.22
2025-04-29 11:00:57.305677,148.28
2025-04-29 11:01:59.286416,148.2
2025-04-29 11:03:01.269102,148.16
2025-04-29 11:04:03.234450,147.91
2025-04-29 11:05:07.694572,147.92
2025-04-29 11:06:09.859605,147.85
2025-04-29 11:07:11.834224,147.95
2025-04-29 11:08:13.785518,148.02
2025-04-29 11:09:15.734051,148.22
2025-04-29 11:10:17.712348,148.39
2025-04-29 11:11:19.707394,148.42
2025-04-29 11:12:21.672596,148.21
2025-04-29 11:13:23.638530,148.03
2025-04-29 11:14:25.610194,148.03
2025-04-29 11:15:27.598237,148.0
2025-04-29 11:16:29.577847,148.0
2025-04-29 11:17:31.561726,147.87
2025-04-29 11:18:33.524605,147.73
2025-04-29 11:19:35.508043,147.82
2025-04-29 11:20:37.469696,147.57
2025-04-29 11:21:39.463571,147.72
2025-04-29 11:22:41.434266,147.61
2025-04-29 11:23:43.399356,147.71
2025-04-29 11:24:45.356834,147.64
2025-04-29 11:25:47.298089,147.61
2025-04-29 11:26:49.280099,147.72
2025-04-29 11:27:51.246311,147.88
2025-04-29 11:28:53.206932,147.9
2025-04-29 11:29:55.219819,147.83
2025-04-29 11:30:57.189357,147.6
2025-04-29 11:31:59.134351,147.62
2025-04-29 11:33:01.107718,147.53
2025-04-29 11:34:03.082591,147.52
2025-04-29 11:35:05.045435,147.4
2025-04-29 11:36:07.018343,147.38
2025-04-29 11:37:09.069538,147.33
2025-04-29 11:38:11.023290,147.39
2025-04-29 11:39:13.559944,147.49
2025-04-29 11:40:15.542898,147.65
2025-04-29 11:41:17.502850,147.74
2025-04-29 11:42:19.454773,147.86
2025-04-29 11:43:22.825912,148.08
2025-04-29 11:44:24.811520,148.12
2025-04-29 11:45:26.842865,148.03
2025-04-29 11:46:28.845661,148.17
2025-04-29 11:47:30.824213,148.15
2025-04-29 11:48:32.783949,148.31
2025-04-29 11:49:34.744931,148.16
2025-04-29 11:50:36.733102,148.1
2025-04-29 11:51:38.694742,148.03
2025-04-29 11:52:40.655135,148.07
2025-04-29 11:53:42.612890,148.03
2025-04-29 11:54:44.581653,148.03
2025-04-29 11:55:46.563604,147.99
2025-04-29 11:56:48.540709,147.92
2025-04-29 11:57:50.509175,147.85
2025-04-29 11:58:52.468363,147.86
2025-04-29 11:59:54.447809,147.91
2025-04-29 12:00:56.445655,147.87
2025-04-29 12:01:58.406367,148.07
2025-04-29 12:03:00.952198,147.88
2025-04-29 12:04:02.907502,148.04
2025-04-29 12:05:04.877692,148.15
2025-04-29 12:06:06.857095,148.17
2025-04-29 12:07:08.832131,148.24
2025-04-29 12:08:10.827721,148.1
2025-04-29 12:09:12.788707,148.13
2025-04-29 12:10:14.744302,148.22
2025-04-29 12:11:16.695856,148.24
2025-04-29 12:12:19.120945,148.13
2025-04-29 12:13:21.097254,148.25
2025-04-29 12:14:23.140401,148.22
2025-04-29 12:15:25.145930,148.42
2025-04-29 12:16:27.150054,148.49
2025-04-29 12:17:29.120840,148.67
2025-04-29 12:18:31.111825,148.43
2025-04-29 12:19:33.081475,148.47
2025-04-29 12:20:35.042801,148.61
2025-04-29 12:21:37.027026,148.68
2025-04-29 12:22:38.994969,148.87
2025-04-29 12:23:41.422740,148.81
2025-04-29 12:24:43.394126,148.81
2025-04-29 12:25:45.348646,148.75
2025-04-29 12:26:47.307306,148.86
2025-04-29 12:27:49.261539,148.96
2025-04-29 12:28:51.673219,149.02
2025-04-29 12:29:53.638594,148.9
2025-04-29 12:30:55.646625,148.94
2025-04-29 12:31:58.063362,148.89
2025-04-29 12:33:00.036734,148.89
2025-04-29 12:34:01.984614,149.04
2025-04-29 12:35:03.950751,149.26
2025-04-29 12:36:05.919536,149.64
2025-04-29 12:37:08.343622,149.39
2025-04-29 12:38:10.309091,149.14
2025-04-29 12:39:12.276220,148.95
2025-04-29 12:40:14.260330,148.83
2025-04-29 12:41:16.219940,149.14
2025-04-29 12:42:18.180786,149.11
2025-04-29 12:43:20.134512,149.22
2025-04-29 12:44:22.093694,149.3
2025-04-29 12:45:24.064189,149.13
2025-04-29 12:46:26.034412,148.99
2025-04-29 12:47:27.983856,148.88
2025-04-29 12:48:29.952866,148.84
2025-04-29 12:49:31.924894,148.83
2025-04-29 12:50:33.888406,148.9
2025-04-29 12:51:35.847500,148.97
2025-04-29 12:52:37.804443,148.95
2025-04-29 12:53:39.773499,149.02
2025-04-29 12:54:41.751403,148.9
2025-04-29 12:55:43.749755,148.7
2025-04-29 12:56:45.712373,148.34
2025-04-29 12:57:47.679278,148.31
2025-04-29 12:58:49.657902,148.25
2025-04-29 12:59:51.604095,148.28
2025-04-29 13:00:53.580179,148.29
2025-04-29 13:01:55.550891,148.04
2025-04-29 13:02:57.531683,147.74
2025-04-29 13:03:59.485519,147.86
2025-04-29 13:05:01.436131,147.94
2025-04-29 13:06:03.388085,147.93
2025-04-29 13:06:16.595198,147.72
2025-04-29 13:21:18.561050,148.7
2025-04-29 13:36:20.537119,148.83
2025-04-29 13:51:22.518263,148.87
2025-04-29 14:06:24.475705,148.87
